CatalogId,ParentCategoryId,Name,IsNavigational
0ZSRj00000002rROAQ,0ZGRj00000002rROAQ,Ancillary,True
0ZSRj00000002rROAQ,0ZGRj00000002rROAQ,Control Technology,True
0ZSRj00000002rROAQ,0ZGRj00000002rROAQ,Corner,True
0ZSRj00000002rROAQ,0ZGRj00000002rROAQ,Drive Train,True
0ZSRj00000002rROAQ,0ZGRj00000002rROAQ,Drive Unit Controls,True
0ZSRj00000002rROAQ,0ZGRj00000002rROAQ,Electrical Components,True
0ZSRj00000002rROAQ,0ZGRj00000002rROAQ,Flotation,True
0ZSRj00000002rROAQ,0ZGRj00000002rROAQ,Linears,True
0ZSRj00000002rROAQ,0ZGRj00000002rROAQ,Machine Options,True
0ZSRj00000002rROAQ,0ZGRj00000002rROAQ,Manuals,True
0ZSRj00000002rROAQ,0ZGRj00000002rROAQ,Service Tools,True
0ZSRj00000002rROAQ,0ZGRj00000002rROAQ,Span Accessories,True
0ZSRj00000002rROAQ,0ZGRj00000002rROAQ,Sprinklers,True
0ZSRj00000002rROAQ,0ZGRj00000002rROAQ,Structural,True
0ZSRj00000002rROAQ,0ZGRj00000002rROAQ,Merchandising,True
