CatalogId,CreatedDate,IsNavigational,ParentCategoryId,Name
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8rGAE,Ancillary Valves
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8rGAE,Butterfly Valves
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8rGAE,Direct Buried Cable
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8rGAE,Disconnect Panels
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8rGAE,Fertigation and Chemigation
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8rGAE,Flowmeters
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8rGAE,Generators and Engines
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8rGAE,Hook-Up Options
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8rGAE,Phase Converters
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8rGAE,Pump Panels
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8rGAE,Ring Lock Fittings
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8rGAE,Soft Starters
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8rGAE,Steel Tubing
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8rGAE,Variable Frequency Drives
0ZScf0000001NgvGAE,2024-07-26T13:28:51.000+0000,True,0ZGcf0000002Y8rGAE,Control Valves
0ZScf0000001NgvGAE,2024-07-26T13:34:29.000+0000,True,0ZGcf0000002Y8rGAE,Pumping Options
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8sGAE,AgSense
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8sGAE,Complete Control Panels
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8sGAE,Control Panel Options
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8sGAE,Control Panel Upgrades
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8sGAE,Panel Auxiliary Options
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8sGAE,Solar
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8sGAE,Telemetry
0ZScf0000001NgvGAE,2024-07-26T13:29:15.000+0000,True,0ZGcf0000002Y8sGAE,Control Panel Repair
0ZScf0000001NgvGAE,2024-07-26T13:49:59.000+0000,True,0ZGcf0000002Y8sGAE,Pump Control Options
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8tGAE,Air Compressor
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8tGAE,Below Ground Guidance
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8tGAE,Cam Lines
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8tGAE,Corner Overhang Package
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8tGAE,Corner Sensor Box
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8tGAE,Corner Sequencing
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8tGAE,Corner Span Package
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8tGAE,Corner Spans and Overhangs
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8tGAE,Corner Upgrade
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8tGAE,Encompass
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8tGAE,GPS Guidance
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8tGAE,LRDU
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8tGAE,Sprinkler
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8tGAE,Steerable Drive Unit
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8tGAE,Tubing Harnesses
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8uGAE,Center Drive Repair
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8uGAE,Complete Center Drives
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8uGAE,Complete Gearboxes
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8uGAE,Drive Shaft Shields
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8uGAE,Drive Shafts
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8uGAE,Drive Train Conversions
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8uGAE,Engine Drive
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8uGAE,Gear Lube
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8uGAE,Gearbox Repair
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8uGAE,Tires and Rims
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8uGAE,T-L Conversion
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8uGAE,U-Joints
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8vGAE,Complete Tower Boxes
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8vGAE,Pivot Alignment
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8vGAE,Solid State Motor Controller
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8vGAE,Tower Box Conversion
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8vGAE,Tower Box Mechanical
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8vGAE,Tower Box Upgrades
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8vGAE,X-Tec
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8wGAE,Batteries
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8wGAE,Cable Accessories
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8wGAE,Collector Rings
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8wGAE,Control Boards and Modules
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8wGAE,Din Rails and Snap Tracks
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8wGAE,Electrical Cables
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8wGAE,Electrical Contactors
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8wGAE,Electrical Disconnect
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8wGAE,Electrical Meters
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8wGAE,Electrical Protective Devices
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8wGAE,Electrical Timers
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8wGAE,Electrical Transformers
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8wGAE,Electrical Wire
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8wGAE,Fuses & Circuit Breakers
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8wGAE,Micro Switches
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8wGAE,Percent Timers
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8wGAE,Power Supply
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8wGAE,Pressure Transducers
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8wGAE,Relays
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8wGAE,Solenoids
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8wGAE,Speciality Cables
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8wGAE,Switches
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8wGAE,Terminal Strips
0ZScf0000001NgvGAE,2024-07-26T02:29:38.000+0000,True,0ZGcf0000002Y8wGAE,Battery
0ZScf0000001NgvGAE,2024-07-26T02:32:03.000+0000,True,0ZGcf0000002Y8wGAE,Electrical Relays and Bases
0ZScf0000001NgvGAE,2024-07-26T13:29:50.000+0000,True,0ZGcf0000002Y8wGAE,Pressure Switches
0ZScf0000001NgvGAE,2024-07-26T13:30:04.000+0000,True,0ZGcf0000002Y8wGAE,Terminal Options
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8xGAE,3 Wheel Drive
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8xGAE,Agri-TRAC
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8xGAE,Articulating 4-Wheel Drive
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8xGAE,Articulating Track Drive
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8xGAE,Loegering Tracks
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8xGAE,RAAFT Track
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8xGAE,Spider Wheel
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8xGAE,Track Drive
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8yGAE,Below Ground Guidance
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8yGAE,Furrow Guidance
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8yGAE,GPS Guidance
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8yGAE,Inlet Components
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8yGAE,Linear Alignment
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8yGAE,Linear Carts
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8yGAE,Linear Options
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8yGAE,Power Pedestal
0ZScf0000001NgvGAE,2024-07-26T13:35:48.000+0000,True,0ZGcf0000002Y8yGAE,Above Ground Guidance
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8zGAE,Bender Options
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8zGAE,Booster Pumps
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8zGAE,Cable Protection Options
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8zGAE,Drive Unit Auto-Reverse Options
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8zGAE,Drop Span Options
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8zGAE,End Gun Control Options
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8zGAE,End of Field Stops Options
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8zGAE,Pump Connect
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y8zGAE,Running Lights
0ZScf0000001NgvGAE,2024-07-26T02:37:23.000+0000,True,0ZGcf0000002Y8zGAE,VRI
0ZScf0000001NgvGAE,2024-07-26T13:13:08.000+0000,True,0ZGcf0000002Y8zGAE,X-TEC Options
0ZScf0000001NgvGAE,2025-07-07T21:22:35.000+0000,True,0ZGcf0000002Y8zGAE,Machine Diagnostics
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y90GAE,Installation Manuals
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y90GAE,Owner's Manuals
0ZScf0000001NgvGAE,2024-09-26T20:15:10.000+0000,True,0ZGcf0000002Y90GAE,Owner's Manual
