CatalogId,ParentCategoryId,Name,IsNavigational
0ZScf0000001NgvGAE,0ZGcf0000001PlxGAE,Ancillary,True
0ZScf0000001NgvGAE,0ZGcf0000001PlxGAE,Control Technology,True
0ZScf0000001NgvGAE,0ZGcf0000001PlxGAE,Corner,True
0ZScf0000001NgvGAE,0ZGcf0000001PlxGAE,Drive Train,True
0ZScf0000001NgvGAE,0ZGcf0000001PlxGAE,Drive Unit Controls,True
0ZScf0000001NgvGAE,0ZGcf0000001PlxGAE,Electrical Components,True
0ZScf0000001NgvGAE,0ZGcf0000001PlxGAE,Flotation,True
0ZScf0000001NgvGAE,0ZGcf0000001PlxGAE,Linears,True
0ZScf0000001NgvGAE,0ZGcf0000001PlxGAE,Machine Options,True
0ZScf0000001NgvGAE,0ZGcf0000001PlxGAE,Manuals,True
0ZScf0000001NgvGAE,0ZGcf0000001PlxGAE,Service Tools,True
0ZScf0000001NgvGAE,0ZGcf0000001PlxGAE,Span Accessories,True
0ZScf0000001NgvGAE,0ZGcf0000001PlxGAE,Sprinklers,True
0ZScf0000001NgvGAE,0ZGcf0000001PlxGAE,Structural,True
0ZScf0000001NgvGAE,0ZGcf0000001PlxGAE,Merchandising,True
